,Port_IDs,Total_Quantity,PnL,Total_Fee,Total_Qty,First_Trade,Last_Trade,Unique_Assets,Total_Positions,Trading_Duration_Hours,Avg_Trades_per_Hour,ROI,Mean_Return,Std_Dev_Return,Sharpe_Ratio,Cumulative_Profit,Max_Cumulative_Profit,Drawdown,Max_Drawdown (%),Win_Positions,Win_Rate (%),Total_Buy_Positions,Total_Sell_Positions,Net_Positions
54,3975304792994095360,661726.3301783,2536.0810463,-319.85038381,8927708.772,2024-05-05 10:45:15,2024-06-21 13:50:36,34,2438,1131.0891666666666,2.1554445678096408,26092.475677925268,0.003832522495540809,0.014700203401014373,0.260712208599532,228541.00471747,228541.00471747,0.0,0.0,1040,42.65791632485644,1163,1275,-112
55,3975392755164484097,1501148.1814891,2330.27031414,-594.23660388,8029811.17,2024-05-05 11:58:41,2024-06-21 16:36:37,26,1829,1132.6322222222223,1.6148225029405445,64419.48697454472,0.001552325308637041,0.014700203401014373,0.10559889998052166,230871.27503161,230871.27503161,0.0,0.0,512,27.99343903772553,917,912,5
56,3976088733682659585,1489719.0901895,5901.15009982,-182.41690753,22414349.156,2024-05-06 00:21:42,2024-06-17 10:08:26,30,2814,1017.7788888888889,2.76484414318325,25244.555128922075,0.003961250237499033,0.014700203401014373,0.26946907668132614,236772.42513143,236772.42513143,0.0,0.0,1226,43.56787491115849,1514,1300,214
57,3977078013600312321,2494013.1346325,4622.3514376,-1230.78203072,9257529.448,2024-05-06 16:52:40,2024-06-21 15:36:43,26,5018,1102.7341666666666,4.5505074130135625,53955.50659227746,0.001853378947132577,0.014700203401014373,0.1260784559623635,241394.77656903001,241394.77656903001,0.0,0.0,1638,32.64248704663213,2367,2651,-284
58,3977116548751698176,2218007.9858234,603.9805007599999,-1105.80746499,2843809.321,2024-05-06 16:41:03,2024-06-21 11:44:39,17,1624,1099.06,1.4776263352319254,367231.7207314539,0.0002723076312711209,0.014700203401014373,0.018524072343946655,241998.75706979,241998.75706979,0.0,0.0,456,28.078817733990146,785,839,-54
59,3977234346014419201,59166.712085,2427.29283086,-29.58335575,1057832.0,2024-05-06 18:30:42,2024-06-04 04:25:48,2,83,681.9183333333333,0.12171545468543399,2437.5597098450207,0.04102463607193359,0.014700203401014373,2.7907529544184895,244426.04990065002,244426.04990065002,0.0,0.0,33,39.75903614457831,36,47,-11
60,3978449781300392193,2310172.59593,5888.6560088,-1094.99418808,2228.712,2024-05-07 16:16:47,2024-06-21 13:36:46,4,784,1077.3330555555556,0.7277229599120668,39230.89738095893,0.002549011281310529,0.014700203401014373,0.17339972868230089,250314.70590945001,250314.70590945001,0.0,0.0,344,43.87755102040816,460,324,136
61,3981810242465907713,256545.09857,2836.47282999,-109.06126443,892709.692,2024-05-09 22:13:50,2024-05-31 15:52:28,2,105,521.6438888888889,0.20128674414963804,9044.511051103722,0.011056429632843092,0.014700203401014373,0.7521276632186024,253151.17873944002,253151.17873944002,0.0,0.0,12,11.428571428571429,48,57,-9
62,3983074113875692800,89182.84576,2424.82951996,-31.33652964,617882.0,2024-05-10 19:09:03,2024-06-07 18:01:11,1,43,670.8688888888889,0.06409598166225558,3677.9016844644466,0.02718941629745097,0.014700203401014373,1.8495945638122797,255576.00825940003,255576.00825940003,0.0,0.0,14,32.55813953488372,13,30,-17
63,3986814617275053313,1874361.0185148001,16337.46188064,-631.749108,20142098.18,2024-05-13 09:21:37,2024-06-19 02:35:41,33,3554,881.2344444444444,4.032978990330483,11472.77975127783,0.008716283426330228,0.014700203401014373,0.5929362464283161,271913.47014004004,271913.47014004004,0.0,0.0,2780,78.22172200337648,2610,944,1666
64,3987739404272887297,2237757.0433593,12464.6063154,-1081.01571903,339565391.84,2024-05-14 12:31:46,2024-06-21 14:20:52,16,6050,913.8183333333334,6.620571922573961,17952.88986058513,0.005570133876861024,0.014700203401014373,0.37891542891689933,284378.07645544,284378.07645544,0.0,0.0,1381,22.826446280991735,3114,2936,178
65,3988071780777702657,954749.9748086,3424.4699222,-275.97240214,252791.492,2024-05-14 06:07:46,2024-06-21 17:08:04,32,2385,923.005,2.5839513328746864,27880.226618992612,0.0035867714192781286,0.014700203401014373,0.24399467962672047,287802.54637764004,287802.54637764004,0.0,0.0,890,37.316561844863735,1295,1090,205
66,3988187872032603905,734456.0204378,2599.76167062,-331.91980195,14409987.108,2024-05-14 07:56:47,2024-06-21 14:15:37,47,5238,918.3138888888889,5.703932025178997,28250.898101080333,0.0035397104772458875,0.014700203401014373,0.24079329929554807,290402.30804826005,290402.30804826005,0.0,0.0,1711,32.665139366170294,2310,2928,-618
67,3988205565930333696,930652.70519,3283.93800993,-217.51980264,4284.151,2024-05-14 13:02:05,2024-06-21 08:51:59,8,371,907.8316666666667,0.4086660706188188,28339.533279126597,0.0035286396220806757,0.014700203401014373,0.24004019031717516,293686.24605819007,293686.24605819007,0.0,0.0,141,38.00539083557952,177,194,-17
68,3991414786174551297,272849.9577957,1787.98771569,-98.71244296,3453390.0779999997,2024-05-17 06:53:44,2024-06-20 19:09:13,11,311,828.2580555555555,0.3754868400179896,15260.169597440708,0.006553007118398674,0.014700203401014373,0.4457766290462682,295474.23377388006,295474.23377388006,0.0,0.0,93,29.903536977491964,199,112,87
69,3993014919980212480,664469.8844896,3078.66301039,-202.66339363,11224820.164,2024-05-18 05:08:50,2024-06-21 12:19:10,27,695,823.1722222222222,0.8442947675321082,21583.06648850879,0.004633261916384393,0.014700203401014373,0.31518352433577074,298552.89678427007,298552.89678427007,0.0,0.0,331,47.62589928057554,315,380,-65
70,3993222640082269952,794273.2116024,1884.46844302,-316.1633579,2016092.028,2024-05-17 19:18:21,2024-06-21 14:35:36,34,3087,835.2875,3.6957335049309368,42148.3954557243,0.002372569558550507,0.014700203401014373,0.16139705647792535,300437.3652272901,300437.3652272901,0.0,0.0,1434,46.45286686103013,1638,1449,189
71,3994879592543698688,441694.976713,3658.7650624,-220.84748708,738244.47,2024-05-18 23:12:31,2024-06-18 02:36:54,5,653,723.4063888888888,0.9026738082904838,12072.242113935192,0.00828346541232538,0.014700203401014373,0.5634932515120021,304096.1302896901,304096.1302896901,0.0,0.0,361,55.283307810107196,225,428,-203
72,3995532094997544704,6608267.4518396,-12346.6822186,-3191.81059814,41120780.911,2024-05-20 19:24:29,2024-06-21 17:08:38,11,6051,765.7358333333333,7.902203000817297,-53522.617127736485,-0.0018683690254036177,0.014700203401014373,-0.12709817506842747,291749.4480710901,304096.1302896901,12346.682218600006,4.060124739778249,1295,21.401421252685505,3016,3035,-19
73,3996598927198996481,328154.9573647,3509.04461888,-164.07747426,2999468.016,2024-05-20 03:04:54,2024-06-21 14:15:37,36,2661,779.1786111111111,3.415134812550111,9351.68950543122,0.010693254939861141,0.014700203401014373,0.7274222436352998,295258.4926899701,304096.1302896901,8837.63759971998,2.906198638996494,980,36.8282600526118,1237,1424,-187
74,3998572645139652353,2051910.5785,9603.58535988,-600.02848929,63.052,2024-05-21 11:45:14,2024-06-21 09:37:14,2,266,741.8666666666667,0.3585549964054637,21366.088826284347,0.0046803137819487585,0.014700203401014373,0.3183842872286922,304862.0780498501,304862.0780498501,0.0,0.0,95,35.714285714285715,113,153,-40
75,3998659472131949824,471476.05092,1449.32593976,-167.40876441,31.618000000000002,2024-05-26 15:02:45,2024-06-21 14:16:25,2,147,623.2277777777778,0.23586881914049618,32530.712242552818,0.003074018154118122,0.014700203401014373,0.20911398776332593,306311.40398961015,306311.40398961015,0.0,0.0,72,48.97959183673469,62,85,-23
76,3999240873283311617,7830890.6646335,42574.47367879,-1872.44494863,157373896.0,2024-05-22 10:22:57,2024-06-21 13:28:28,10,4522,723.0919444444445,6.2536998714240655,18393.393947074772,0.005436734530219949,0.014700203401014373,0.3698407689953999,348885.8776684001,348885.8776684001,0.0,0.0,2366,52.32198142414861,2459,2063,396
77,3999845462424248576,669343.4627509,5843.15260681,-307.20622296,28504670.164,2024-05-22 08:52:30,2024-06-21 15:04:01,46,3318,726.1919444444444,4.569039942378259,11455.1768162071,0.008729677560150554,0.014700203401014373,0.59384739938688,354729.0302752101,354729.0302752101,0.0,0.0,1443,43.490054249547924,1704,1614,90
78,4000222729738650369,250361.5239747,1803.6201332800001,-83.32685951,1279525.848,2024-05-22 15:15:06,2024-06-21 15:01:08,59,958,719.7672222222222,1.3309858665726033,13881.056180017316,0.007204062767497225,0.014700203401014373,0.490065516168308,356532.6504084901,356532.6504084901,0.0,0.0,537,56.05427974947808,690,268,422
79,4000877324693233921,9422613.35785,-836.1005588599996,-3022.26004632,3453092.4,2024-06-18 06:21:31,2024-06-20 17:47:39,2,6050,59.43555555555555,101.7909220070291,-1126971.302434898,-8.873340411059554e-05,0.014700203401014373,-0.00603620247216937,355696.5498496301,356532.6504084901,836.1005588599946,0.23450883331499914,2714,44.8595041322314,3075,2975,100
80,4002413037164645377,147941.6922854,3686.9697606,-55.32822723,10090078.658,2024-05-24 03:21:20,2024-06-21 14:27:58,12,576,683.1105555555556,0.8432017267418076,4012.555076158929,0.024921776300134008,0.014700203401014373,1.6953354739577484,359383.5196102301,359383.5196102301,0.0,0.0,107,18.57638888888889,290,286,4
81,4004410127575640832,479395.625575,2905.76386668,-112.85531963,6711352.782,2024-05-28 05:12:34,2024-06-20 14:03:03,13,507,560.8413888888889,0.9039989024427089,16498.093016854007,0.006061306594516269,0.014700203401014373,0.4123280766372263,362289.2834769101,362289.2834769101,0.0,0.0,175,34.51676528599605,242,265,-23
82,4004713168329653760,51922.30061,1667.19861,-18.42288495,321974.0,2024-05-25 17:25:26,2024-06-07 18:00:56,1,27,312.59166666666664,0.08637466343205993,3114.3440438688945,0.03210949034255437,0.014700203401014373,2.184288847346064,363956.4820869101,363956.4820869101,0.0,0.0,2,7.4074074074074066,2,25,-23
